,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
148,1997 to 1998,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
149,1997 to 1998,Natural Forest,21466.0,0.0,21466.0,38103.0,2597.0
150,1997 to 1998,Non Observed,12.0,12.0,0.0,35.0,4.0
151,1997 to 1998,Other Non Vegetated Area,3.0,0.0,3.0,0.0,2.0
152,1997 to 1998,Pasture,44147.0,44147.0,0.0,13652.0,62.0
153,1997 to 1998,"River, Lake and Ocean",4035.0,0.0,4035.0,665.0,1.0
154,1997 to 1998,Urban Infrastructure,77.0,77.0,0.0,0.0,0.0
155,1997 to 1998,Wetland,961016.0,0.0,961016.0,340087.0,3390.0
156,1998 to 1999,Agriculture,745.0,0.0,745.0,310.0,179.0
157,1998 to 1999,Forest Plantation,4.0,0.0,4.0,0.0,0.0
158,1998 to 1999,Grassland,25106.0,25106.0,0.0,590746.0,27166.0
159,1998 to 1999,Mining,1.0,1.0,0.0,1.0,0.0
160,1998 to 1999,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
161,1998 to 1999,Natural Forest,54892.0,0.0,54892.0,50450.0,45.0
162,1998 to 1999,Non Observed,18.0,0.0,18.0,32.0,2.0
163,1998 to 1999,Other Non Vegetated Area,5.0,5.0,0.0,0.0,2.0
164,1998 to 1999,Pasture,47352.0,47352.0,0.0,28679.0,27.0
165,1998 to 1999,"River, Lake and Ocean",1911.0,0.0,1911.0,816.0,3.0
166,1998 to 1999,Urban Infrastructure,26.0,26.0,0.0,0.0,0.0
167,1998 to 1999,Wetland,14920.0,0.0,14920.0,550899.0,3260.0
168,1999 to 2000,Agriculture,307.0,307.0,0.0,576.0,101.0
169,1999 to 2000,Forest Plantation,5.0,0.0,5.0,2.0,-0.0
170,1999 to 2000,Grassland,156081.0,0.0,156081.0,432195.0,18305.0
171,1999 to 2000,Mining,0.0,0.0,0.0,1.0,0.0
172,1999 to 2000,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
173,1999 to 2000,Natural Forest,41570.0,0.0,41570.0,7386.0,123.0
174,1999 to 2000,Non Observed,20.0,20.0,0.0,17.0,44.0
175,1999 to 2000,Other Non Vegetated Area,10.0,0.0,10.0,1.0,0.0
176,1999 to 2000,Pasture,43387.0,43387.0,0.0,12880.0,57.0
177,1999 to 2000,"River, Lake and Ocean",1916.0,0.0,1916.0,837.0,48.0
178,1999 to 2000,Urban Infrastructure,77.0,77.0,0.0,0.0,0.0
179,1999 to 2000,Wetland,155792.0,155792.0,0.0,416247.0,2111.0
180,2000 to 2001,Agriculture,305.0,305.0,0.0,647.0,312.0
181,2000 to 2001,Forest Plantation,0.0,0.0,0.0,1.0,0.0
182,2000 to 2001,Grassland,607590.0,607590.0,0.0,379462.0,26432.0
183,2000 to 2001,Mining,2.0,2.0,0.0,1.0,-0.0
184,2000 to 2001,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
185,2000 to 2001,Natural Forest,14018.0,0.0,14018.0,12594.0,4556.0
186,2000 to 2001,Non Observed,66.0,0.0,66.0,14.0,10.0
187,2000 to 2001,Other Non Vegetated Area,1.0,0.0,1.0,0.0,0.0
188,2000 to 2001,Pasture,40324.0,40324.0,0.0,9720.0,237.0
189,2000 to 2001,"River, Lake and Ocean",164.0,0.0,164.0,872.0,150.0
190,2000 to 2001,Urban Infrastructure,27.0,27.0,0.0,0.0,0.0
191,2000 to 2001,Wetland,634000.0,0.0,634000.0,362201.0,382.0
192,2001 to 2002,Agriculture,189.0,189.0,0.0,549.0,606.0
193,2001 to 2002,Forest Plantation,1.0,1.0,0.0,0.0,0.0
194,2001 to 2002,Grassland,571580.0,0.0,571580.0,379349.0,7070.0
195,2001 to 2002,Mining,2.0,2.0,0.0,0.0,0.0
196,2001 to 2002,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
197,2001 to 2002,Natural Forest,32175.0,0.0,32175.0,11263.0,192.0
198,2001 to 2002,Non Observed,8.0,8.0,0.0,15.0,17.0
199,2001 to 2002,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
200,2001 to 2002,Pasture,51195.0,51195.0,0.0,9359.0,391.0
201,2001 to 2002,"River, Lake and Ocean",26.0,26.0,0.0,831.0,195.0
202,2001 to 2002,Urban Infrastructure,26.0,26.0,0.0,0.0,0.0
203,2001 to 2002,Wetland,552308.0,552308.0,0.0,364203.0,175.0
204,2002 to 2003,Agriculture,852.0,0.0,852.0,247.0,369.0
205,2002 to 2003,Forest Plantation,0.0,0.0,0.0,0.0,-0.0
206,2002 to 2003,Grassland,53452.0,0.0,53452.0,750751.0,669.0
207,2002 to 2003,Mining,1.0,1.0,0.0,1.0,0.0
208,2002 to 2003,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
209,2002 to 2003,Natural Forest,24350.0,0.0,24350.0,13647.0,4196.0
210,2002 to 2003,Non Observed,11.0,11.0,0.0,23.0,15.0
211,2002 to 2003,Other Non Vegetated Area,1.0,1.0,0.0,0.0,0.0
212,2002 to 2003,Pasture,47960.0,47960.0,0.0,15238.0,605.0
213,2002 to 2003,"River, Lake and Ocean",1207.0,0.0,1207.0,834.0,208.0
214,2002 to 2003,Urban Infrastructure,17.0,17.0,0.0,0.0,0.0
215,2002 to 2003,Wetland,31872.0,31872.0,0.0,727492.0,2087.0
216,2003 to 2004,Agriculture,935.0,935.0,0.0,469.0,1.0
217,2003 to 2004,Forest Plantation,3.0,0.0,3.0,0.0,0.0
218,2003 to 2004,Grassland,238343.0,238343.0,0.0,551283.0,19147.0
219,2003 to 2004,Mining,6.0,6.0,0.0,1.0,0.0
220,2003 to 2004,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
221,2003 to 2004,Natural Forest,33701.0,0.0,33701.0,11323.0,55.0
222,2003 to 2004,Non Observed,28.0,0.0,28.0,21.0,1.0
223,2003 to 2004,Other Non Vegetated Area,1.0,0.0,1.0,0.0,0.0
224,2003 to 2004,Pasture,42941.0,42941.0,0.0,10268.0,153.0
225,2003 to 2004,"River, Lake and Ocean",793.0,0.0,793.0,261.0,1.0
226,2003 to 2004,Urban Infrastructure,38.0,38.0,0.0,0.0,0.0
227,2003 to 2004,Wetland,247736.0,0.0,247736.0,536112.0,1199.0
228,2004 to 2005,Agriculture,285.0,0.0,285.0,888.0,316.0
229,2004 to 2005,Forest Plantation,0.0,0.0,0.0,0.0,-0.0
230,2004 to 2005,Grassland,99896.0,99896.0,0.0,463703.0,14189.0
231,2004 to 2005,Mining,1.0,0.0,1.0,1.0,-0.0
232,2004 to 2005,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
233,2004 to 2005,Natural Forest,33654.0,0.0,33654.0,8093.0,10.0
234,2004 to 2005,Non Observed,9.0,9.0,0.0,12.0,14.0
235,2004 to 2005,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
236,2004 to 2005,Pasture,34279.0,34279.0,0.0,10859.0,254.0
237,2004 to 2005,"River, Lake and Ocean",42.0,42.0,0.0,357.0,62.0
238,2004 to 2005,Urban Infrastructure,8.0,8.0,0.0,0.0,0.0
239,2004 to 2005,Wetland,100294.0,0.0,100294.0,450670.0,229.0
240,2005 to 2006,Agriculture,827.0,827.0,0.0,945.0,12.0
241,2005 to 2006,Forest Plantation,4.0,4.0,0.0,0.0,0.0
242,2005 to 2006,Grassland,947321.0,0.0,947321.0,303418.0,0.0
243,2005 to 2006,Mining,0.0,0.0,0.0,1.0,0.0
244,2005 to 2006,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
245,2005 to 2006,Natural Forest,9347.0,0.0,9347.0,10191.0,586.0
246,2005 to 2006,Non Observed,13.0,0.0,13.0,13.0,8.0
247,2005 to 2006,Other Non Vegetated Area,9.0,9.0,0.0,0.0,0.0
248,2005 to 2006,Pasture,16688.0,16688.0,0.0,13919.0,2384.0
249,2005 to 2006,"River, Lake and Ocean",1868.0,1868.0,0.0,599.0,83.0
250,2005 to 2006,Urban Infrastructure,22.0,22.0,0.0,0.0,0.0
251,2005 to 2006,Wetland,937264.0,937264.0,0.0,286543.0,1766.0
252,2006 to 2007,Agriculture,124.0,0.0,124.0,902.0,223.0
253,2006 to 2007,Forest Plantation,0.0,0.0,0.0,0.0,0.0
254,2006 to 2007,Grassland,296483.0,296483.0,0.0,446925.0,11708.0
255,2006 to 2007,Mining,0.0,0.0,0.0,1.0,0.0
256,2006 to 2007,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
257,2006 to 2007,Natural Forest,10943.0,0.0,10943.0,15806.0,4484.0
258,2006 to 2007,Non Observed,92.0,92.0,0.0,13.0,0.0
259,2006 to 2007,Other Non Vegetated Area,8.0,0.0,8.0,0.0,0.0
260,2006 to 2007,Pasture,21987.0,21987.0,0.0,14144.0,43.0
261,2006 to 2007,"River, Lake and Ocean",1390.0,1390.0,0.0,589.0,0.0
262,2006 to 2007,Urban Infrastructure,33.0,33.0,0.0,0.0,0.0
263,2006 to 2007,Wetland,308910.0,0.0,308910.0,423655.0,358.0
264,2007 to 2008,Agriculture,332.0,332.0,0.0,695.0,46.0
265,2007 to 2008,Forest Plantation,1.0,0.0,1.0,0.0,0.0
266,2007 to 2008,Grassland,184862.0,0.0,184862.0,484008.0,13421.0
267,2007 to 2008,Mining,0.0,0.0,0.0,0.0,0.0
268,2007 to 2008,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
269,2007 to 2008,Natural Forest,23617.0,0.0,23617.0,11742.0,2.0
270,2007 to 2008,Non Observed,81.0,0.0,81.0,13.0,-0.0
271,2007 to 2008,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
272,2007 to 2008,Pasture,16836.0,16836.0,0.0,16861.0,917.0
273,2007 to 2008,"River, Lake and Ocean",1271.0,1271.0,0.0,945.0,11.0
274,2007 to 2008,Urban Infrastructure,20.0,20.0,0.0,0.0,-0.0
275,2007 to 2008,Wetland,190103.0,190103.0,0.0,466442.0,1156.0
276,2008 to 2009,Agriculture,1361.0,1361.0,0.0,577.0,-0.0
277,2008 to 2009,Forest Plantation,0.0,0.0,0.0,0.0,0.0
278,2008 to 2009,Grassland,777525.0,777525.0,0.0,399218.0,12263.0
279,2008 to 2009,Mining,1.0,0.0,1.0,0.0,0.0
280,2008 to 2009,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
281,2008 to 2009,Natural Forest,20825.0,0.0,20825.0,11219.0,22.0
282,2008 to 2009,Non Observed,24.0,0.0,24.0,8.0,2.0
283,2008 to 2009,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
284,2008 to 2009,Pasture,18328.0,18328.0,0.0,16110.0,1349.0
285,2008 to 2009,"River, Lake and Ocean",169.0,0.0,169.0,599.0,11.0
286,2008 to 2009,Urban Infrastructure,47.0,47.0,0.0,0.0,0.0
287,2008 to 2009,Wetland,776242.0,0.0,776242.0,381928.0,511.0
288,2009 to 2010,Agriculture,130.0,130.0,0.0,1365.0,29.0
289,2009 to 2010,Forest Plantation,1.0,1.0,0.0,0.0,0.0
290,2009 to 2010,Grassland,362118.0,0.0,362118.0,492974.0,19.0
291,2009 to 2010,Mining,14.0,14.0,0.0,1.0,0.0
292,2009 to 2010,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
293,2009 to 2010,Natural Forest,1877.0,0.0,1877.0,12395.0,1536.0
294,2009 to 2010,Non Observed,15.0,15.0,0.0,11.0,10.0
295,2009 to 2010,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
296,2009 to 2010,Pasture,19162.0,19162.0,0.0,17798.0,111.0
297,2009 to 2010,"River, Lake and Ocean",30.0,30.0,0.0,341.0,38.0
298,2009 to 2010,Urban Infrastructure,43.0,43.0,0.0,0.0,0.0
299,2009 to 2010,Wetland,344598.0,344598.0,0.0,477151.0,161.0
300,2010 to 2011,Agriculture,711.0,711.0,0.0,786.0,8.0
301,2010 to 2011,Forest Plantation,1.0,1.0,0.0,0.0,0.0
302,2010 to 2011,Grassland,674157.0,0.0,674157.0,662465.0,2.0
303,2010 to 2011,Mining,1.0,1.0,0.0,1.0,2.0
304,2010 to 2011,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
305,2010 to 2011,Natural Forest,1332.0,1332.0,0.0,10772.0,5095.0
306,2010 to 2011,Non Observed,16.0,16.0,0.0,9.0,17.0
307,2010 to 2011,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
308,2010 to 2011,Pasture,8799.0,8799.0,0.0,18291.0,698.0
309,2010 to 2011,"River, Lake and Ocean",500.0,500.0,0.0,451.0,2.0
310,2010 to 2011,Urban Infrastructure,58.0,58.0,0.0,0.0,-0.0
311,2010 to 2011,Wetland,662739.0,662739.0,0.0,644808.0,297.0
312,2011 to 2012,Agriculture,1729.0,1729.0,0.0,934.0,-0.0
313,2011 to 2012,Forest Plantation,12.0,12.0,0.0,1.0,-0.0
314,2011 to 2012,Grassland,1183022.0,1183022.0,0.0,454258.0,17751.0
315,2011 to 2012,Mining,1.0,0.0,1.0,1.0,0.0
316,2011 to 2012,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
317,2011 to 2012,Natural Forest,6087.0,6087.0,0.0,11912.0,6969.0
318,2011 to 2012,Non Observed,3.0,0.0,3.0,20.0,5.0
319,2011 to 2012,Other Non Vegetated Area,0.0,0.0,0.0,0.0,0.0
320,2011 to 2012,Pasture,10434.0,10434.0,0.0,16730.0,1636.0
321,2011 to 2012,"River, Lake and Ocean",406.0,0.0,406.0,517.0,243.0
322,2011 to 2012,Urban Infrastructure,29.0,29.0,0.0,0.0,-0.0
323,2011 to 2012,Wetland,1200902.0,0.0,1200902.0,434111.0,649.0
324,2012 to 2013,Agriculture,1343.0,1343.0,0.0,549.0,0.0
325,2012 to 2013,Forest Plantation,7.0,7.0,0.0,0.0,1.0
326,2012 to 2013,Grassland,364294.0,0.0,364294.0,503977.0,206.0
327,2012 to 2013,Mining,3.0,3.0,0.0,1.0,0.0
328,2012 to 2013,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
329,2012 to 2013,Natural Forest,2378.0,0.0,2378.0,11070.0,4541.0
330,2012 to 2013,Non Observed,11.0,0.0,11.0,16.0,7.0
331,2012 to 2013,Other Non Vegetated Area,5.0,5.0,0.0,0.0,0.0
332,2012 to 2013,Pasture,9249.0,9249.0,0.0,18617.0,1150.0
333,2012 to 2013,"River, Lake and Ocean",320.0,0.0,320.0,488.0,77.0
334,2012 to 2013,Urban Infrastructure,22.0,22.0,0.0,0.0,-0.0
335,2012 to 2013,Wetland,356375.0,356375.0,0.0,484761.0,99.0
336,2013 to 2014,Agriculture,796.0,796.0,0.0,5515.0,12.0
337,2013 to 2014,Forest Plantation,61.0,61.0,0.0,6.0,11.0
338,2013 to 2014,Grassland,901400.0,0.0,901400.0,333314.0,0.0
339,2013 to 2014,Mining,2.0,2.0,0.0,0.0,0.0
340,2013 to 2014,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
341,2013 to 2014,Natural Forest,3729.0,3729.0,0.0,8086.0,8244.0
342,2013 to 2014,Non Observed,22.0,22.0,0.0,9.0,7.0
343,2013 to 2014,Other Non Vegetated Area,1.0,1.0,0.0,0.0,0.0
344,2013 to 2014,Pasture,9326.0,9326.0,0.0,18291.0,966.0
345,2013 to 2014,"River, Lake and Ocean",610.0,610.0,0.0,495.0,54.0
346,2013 to 2014,Urban Infrastructure,82.0,82.0,0.0,0.0,0.0
347,2013 to 2014,Wetland,886770.0,886770.0,0.0,319105.0,668.0
348,2014 to 2015,Agriculture,1644.0,1644.0,0.0,1443.0,17.0
349,2014 to 2015,Forest Plantation,14.0,14.0,0.0,1.0,2.0
350,2014 to 2015,Grassland,859969.0,859969.0,0.0,334454.0,10267.0
351,2014 to 2015,Mining,1.0,1.0,0.0,1.0,0.0
352,2014 to 2015,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
