year,category1,category2,category1_index,category2_index,exchange
2001 to 2002,Forest Plantation,Pasture,3,11,0.0
2001 to 2002,Forest Plantation,"River, Lake and Ocean",3,12,0.0
2001 to 2002,Forest Plantation,Rocky outcrop,3,13,0.0
2001 to 2002,Forest Plantation,Salt flat,3,14,0.0
2001 to 2002,Forest Plantation,Urban Infrastructure,3,15,0.0
2001 to 2002,Grassland,Mining,4,5,0.0
2001 to 2002,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2001 to 2002,Grassland,Natural Forest,4,7,12022.0
2001 to 2002,Grassland,Non Observed,4,8,6.0
2001 to 2002,Grassland,Other Non Forest Natural Formation,4,9,0.0
2001 to 2002,Grassland,Other Non Vegetated Area,4,10,0.0
2001 to 2002,Grassland,Pasture,4,11,242.0
2001 to 2002,Grassland,"River, Lake and Ocean",4,12,1023.0
2001 to 2002,Grassland,Rocky outcrop,4,13,721.0
2001 to 2002,Grassland,Salt flat,4,14,37.0
2001 to 2002,Grassland,Urban Infrastructure,4,15,0.0
2001 to 2002,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2001 to 2002,Mining,Natural Forest,5,7,0.0
2001 to 2002,Mining,Non Observed,5,8,0.0
2001 to 2002,Mining,Other Non Forest Natural Formation,5,9,0.0
2001 to 2002,Mining,Other Non Vegetated Area,5,10,0.0
2001 to 2002,Mining,Pasture,5,11,0.0
2001 to 2002,Mining,"River, Lake and Ocean",5,12,0.0
2001 to 2002,Mining,Rocky outcrop,5,13,0.0
2001 to 2002,Mining,Salt flat,5,14,0.0
2001 to 2002,Mining,Urban Infrastructure,5,15,0.0
2001 to 2002,Mosaic of Agriculture and Pasture,Natural Forest,6,7,154000.0
2001 to 2002,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2001 to 2002,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,0.0
2001 to 2002,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,0.0
2001 to 2002,Mosaic of Agriculture and Pasture,Pasture,6,11,5421.0
2001 to 2002,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,1945.0
2001 to 2002,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,1049.0
2001 to 2002,Mosaic of Agriculture and Pasture,Salt flat,6,14,2.0
2001 to 2002,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,2.0
2001 to 2002,Natural Forest,Non Observed,7,8,3.0
2001 to 2002,Natural Forest,Other Non Forest Natural Formation,7,9,0.0
2001 to 2002,Natural Forest,Other Non Vegetated Area,7,10,0.0
2001 to 2002,Natural Forest,Pasture,7,11,326.0
2001 to 2002,Natural Forest,"River, Lake and Ocean",7,12,4533.0
2001 to 2002,Natural Forest,Rocky outcrop,7,13,1800.0
2001 to 2002,Natural Forest,Salt flat,7,14,8.0
2001 to 2002,Natural Forest,Urban Infrastructure,7,15,1.0
2001 to 2002,Non Observed,Other Non Forest Natural Formation,8,9,0.0
2001 to 2002,Non Observed,Other Non Vegetated Area,8,10,0.0
2001 to 2002,Non Observed,Pasture,8,11,0.0
2001 to 2002,Non Observed,"River, Lake and Ocean",8,12,1.0
2001 to 2002,Non Observed,Rocky outcrop,8,13,0.0
2001 to 2002,Non Observed,Salt flat,8,14,0.0
2001 to 2002,Non Observed,Urban Infrastructure,8,15,0.0
2001 to 2002,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,0.0
2001 to 2002,Other Non Forest Natural Formation,Pasture,9,11,0.0
2001 to 2002,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,0.0
2001 to 2002,Other Non Forest Natural Formation,Rocky outcrop,9,13,0.0
2001 to 2002,Other Non Forest Natural Formation,Salt flat,9,14,0.0
2001 to 2002,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
2001 to 2002,Other Non Vegetated Area,Pasture,10,11,6033.0
2001 to 2002,Other Non Vegetated Area,"River, Lake and Ocean",10,12,89.0
2001 to 2002,Other Non Vegetated Area,Rocky outcrop,10,13,89.0
2001 to 2002,Other Non Vegetated Area,Salt flat,10,14,3.0
2001 to 2002,Other Non Vegetated Area,Urban Infrastructure,10,15,0.0
2001 to 2002,Pasture,"River, Lake and Ocean",11,12,111.0
2001 to 2002,Pasture,Rocky outcrop,11,13,111.0
2001 to 2002,Pasture,Salt flat,11,14,0.0
2001 to 2002,Pasture,Urban Infrastructure,11,15,0.0
2001 to 2002,"River, Lake and Ocean",Rocky outcrop,12,13,253.0
2001 to 2002,"River, Lake and Ocean",Salt flat,12,14,2.0
2001 to 2002,"River, Lake and Ocean",Urban Infrastructure,12,15,0.0
2001 to 2002,Rocky outcrop,Salt flat,13,14,5.0
2001 to 2002,Rocky outcrop,Urban Infrastructure,13,15,0.0
2001 to 2002,Salt flat,Urban Infrastructure,14,15,0.0
2002 to 2003,Agriculture,Aquaculture,0,1,0.0
2002 to 2003,Agriculture,Beach and Dune,0,2,15.0
2002 to 2003,Agriculture,Forest Plantation,0,3,1.0
2002 to 2003,Agriculture,Grassland,0,4,798.0
2002 to 2003,Agriculture,Mining,0,5,0.0
2002 to 2003,Agriculture,Mosaic of Agriculture and Pasture,0,6,2504.0
2002 to 2003,Agriculture,Natural Forest,0,7,2794.0
2002 to 2003,Agriculture,Non Observed,0,8,0.0
2002 to 2003,Agriculture,Other Non Forest Natural Formation,0,9,0.0
2002 to 2003,Agriculture,Other Non Vegetated Area,0,10,49.0
2002 to 2003,Agriculture,Pasture,0,11,11518.0
2002 to 2003,Agriculture,"River, Lake and Ocean",0,12,0.0
2002 to 2003,Agriculture,Rocky outcrop,0,13,2.0
2002 to 2003,Agriculture,Salt flat,0,14,0.0
2002 to 2003,Agriculture,Urban Infrastructure,0,15,0.0
2002 to 2003,Aquaculture,Beach and Dune,1,2,5.0
2002 to 2003,Aquaculture,Forest Plantation,1,3,0.0
2002 to 2003,Aquaculture,Grassland,1,4,0.0
2002 to 2003,Aquaculture,Mining,1,5,0.0
2002 to 2003,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2002 to 2003,Aquaculture,Natural Forest,1,7,2.0
2002 to 2003,Aquaculture,Non Observed,1,8,4.0
2002 to 2003,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
2002 to 2003,Aquaculture,Other Non Vegetated Area,1,10,0.0
2002 to 2003,Aquaculture,Pasture,1,11,0.0
2002 to 2003,Aquaculture,"River, Lake and Ocean",1,12,0.0
2002 to 2003,Aquaculture,Rocky outcrop,1,13,20.0
2002 to 2003,Aquaculture,Salt flat,1,14,9.0
2002 to 2003,Aquaculture,Urban Infrastructure,1,15,0.0
2002 to 2003,Beach and Dune,Forest Plantation,2,3,0.0
2002 to 2003,Beach and Dune,Grassland,2,4,0.0
2002 to 2003,Beach and Dune,Mining,2,5,0.0
2002 to 2003,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2002 to 2003,Beach and Dune,Natural Forest,2,7,2.0
2002 to 2003,Beach and Dune,Non Observed,2,8,2.0
2002 to 2003,Beach and Dune,Other Non Forest Natural Formation,2,9,0.0
2002 to 2003,Beach and Dune,Other Non Vegetated Area,2,10,0.0
2002 to 2003,Beach and Dune,Pasture,2,11,24.0
2002 to 2003,Beach and Dune,"River, Lake and Ocean",2,12,3.0
2002 to 2003,Beach and Dune,Rocky outcrop,2,13,3.0
2002 to 2003,Beach and Dune,Salt flat,2,14,8.0
2002 to 2003,Beach and Dune,Urban Infrastructure,2,15,9.0
2002 to 2003,Forest Plantation,Grassland,3,4,0.0
2002 to 2003,Forest Plantation,Mining,3,5,0.0
2002 to 2003,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2002 to 2003,Forest Plantation,Natural Forest,3,7,0.0
2002 to 2003,Forest Plantation,Non Observed,3,8,0.0
2002 to 2003,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
2002 to 2003,Forest Plantation,Other Non Vegetated Area,3,10,0.0
2002 to 2003,Forest Plantation,Pasture,3,11,0.0
2002 to 2003,Forest Plantation,"River, Lake and Ocean",3,12,0.0
2002 to 2003,Forest Plantation,Rocky outcrop,3,13,0.0
2002 to 2003,Forest Plantation,Salt flat,3,14,0.0
2002 to 2003,Forest Plantation,Urban Infrastructure,3,15,0.0
2002 to 2003,Grassland,Mining,4,5,0.0
2002 to 2003,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2002 to 2003,Grassland,Natural Forest,4,7,13672.0
2002 to 2003,Grassland,Non Observed,4,8,7.0
2002 to 2003,Grassland,Other Non Forest Natural Formation,4,9,0.0
2002 to 2003,Grassland,Other Non Vegetated Area,4,10,0.0
2002 to 2003,Grassland,Pasture,4,11,199.0
2002 to 2003,Grassland,"River, Lake and Ocean",4,12,832.0
2002 to 2003,Grassland,Rocky outcrop,4,13,832.0
2002 to 2003,Grassland,Salt flat,4,14,33.0
2002 to 2003,Grassland,Urban Infrastructure,4,15,0.0
2002 to 2003,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2002 to 2003,Mining,Natural Forest,5,7,0.0
2002 to 2003,Mining,Non Observed,5,8,0.0
2002 to 2003,Mining,Other Non Forest Natural Formation,5,9,0.0
2002 to 2003,Mining,Other Non Vegetated Area,5,10,0.0
2002 to 2003,Mining,Pasture,5,11,0.0
2002 to 2003,Mining,"River, Lake and Ocean",5,12,0.0
2002 to 2003,Mining,Rocky outcrop,5,13,0.0
2002 to 2003,Mining,Salt flat,5,14,0.0
2002 to 2003,Mining,Urban Infrastructure,5,15,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Natural Forest,6,7,175165.0
2002 to 2003,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Pasture,6,11,382.0
2002 to 2003,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,3184.0
2002 to 2003,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,669.0
2002 to 2003,Mosaic of Agriculture and Pasture,Salt flat,6,14,5.0
2002 to 2003,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,4.0
2002 to 2003,Natural Forest,Non Observed,7,8,3.0
2002 to 2003,Natural Forest,Other Non Forest Natural Formation,7,9,0.0
2002 to 2003,Natural Forest,Other Non Vegetated Area,7,10,0.0
2002 to 2003,Natural Forest,Pasture,7,11,380.0
2002 to 2003,Natural Forest,"River, Lake and Ocean",7,12,11245.0
2002 to 2003,Natural Forest,Rocky outcrop,7,13,3684.0
2002 to 2003,Natural Forest,Salt flat,7,14,10.0
2002 to 2003,Natural Forest,Urban Infrastructure,7,15,1.0
2002 to 2003,Non Observed,Other Non Forest Natural Formation,8,9,0.0
2002 to 2003,Non Observed,Other Non Vegetated Area,8,10,0.0
2002 to 2003,Non Observed,Pasture,8,11,0.0
2002 to 2003,Non Observed,"River, Lake and Ocean",8,12,1.0
2002 to 2003,Non Observed,Rocky outcrop,8,13,0.0
2002 to 2003,Non Observed,Salt flat,8,14,0.0
2002 to 2003,Non Observed,Urban Infrastructure,8,15,0.0
2002 to 2003,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,0.0
2002 to 2003,Other Non Forest Natural Formation,Pasture,9,11,0.0
2002 to 2003,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,0.0
2002 to 2003,Other Non Forest Natural Formation,Rocky outcrop,9,13,0.0
2002 to 2003,Other Non Forest Natural Formation,Salt flat,9,14,0.0
2002 to 2003,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
2002 to 2003,Other Non Vegetated Area,Pasture,10,11,3345.0
2002 to 2003,Other Non Vegetated Area,"River, Lake and Ocean",10,12,126.0
2002 to 2003,Other Non Vegetated Area,Rocky outcrop,10,13,126.0
2002 to 2003,Other Non Vegetated Area,Salt flat,10,14,0.0
2002 to 2003,Other Non Vegetated Area,Urban Infrastructure,10,15,0.0
2002 to 2003,Pasture,"River, Lake and Ocean",11,12,252.0
2002 to 2003,Pasture,Rocky outcrop,11,13,252.0
2002 to 2003,Pasture,Salt flat,11,14,0.0
2002 to 2003,Pasture,Urban Infrastructure,11,15,0.0
2002 to 2003,"River, Lake and Ocean",Rocky outcrop,12,13,360.0
2002 to 2003,"River, Lake and Ocean",Salt flat,12,14,2.0
2002 to 2003,"River, Lake and Ocean",Urban Infrastructure,12,15,0.0
2002 to 2003,Rocky outcrop,Salt flat,13,14,1.0
2002 to 2003,Rocky outcrop,Urban Infrastructure,13,15,0.0
2002 to 2003,Salt flat,Urban Infrastructure,14,15,0.0
2003 to 2004,Agriculture,Aquaculture,0,1,0.0
2003 to 2004,Agriculture,Beach and Dune,0,2,9.0
2003 to 2004,Agriculture,Forest Plantation,0,3,0.0
2003 to 2004,Agriculture,Grassland,0,4,817.0
2003 to 2004,Agriculture,Mining,0,5,0.0
2003 to 2004,Agriculture,Mosaic of Agriculture and Pasture,0,6,4682.0
2003 to 2004,Agriculture,Natural Forest,0,7,6763.0
2003 to 2004,Agriculture,Non Observed,0,8,0.0
2003 to 2004,Agriculture,Other Non Forest Natural Formation,0,9,0.0
2003 to 2004,Agriculture,Other Non Vegetated Area,0,10,58.0
2003 to 2004,Agriculture,Pasture,0,11,17616.0
2003 to 2004,Agriculture,"River, Lake and Ocean",0,12,1.0
2003 to 2004,Agriculture,Rocky outcrop,0,13,12.0
2003 to 2004,Agriculture,Salt flat,0,14,0.0
2003 to 2004,Agriculture,Urban Infrastructure,0,15,0.0
2003 to 2004,Aquaculture,Beach and Dune,1,2,0.0
2003 to 2004,Aquaculture,Forest Plantation,1,3,0.0
2003 to 2004,Aquaculture,Grassland,1,4,0.0
2003 to 2004,Aquaculture,Mining,1,5,0.0
2003 to 2004,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2003 to 2004,Aquaculture,Natural Forest,1,7,2.0
2003 to 2004,Aquaculture,Non Observed,1,8,3.0
2003 to 2004,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
2003 to 2004,Aquaculture,Other Non Vegetated Area,1,10,0.0
2003 to 2004,Aquaculture,Pasture,1,11,0.0
2003 to 2004,Aquaculture,"River, Lake and Ocean",1,12,0.0
2003 to 2004,Aquaculture,Rocky outcrop,1,13,1.0
2003 to 2004,Aquaculture,Salt flat,1,14,1.0
2003 to 2004,Aquaculture,Urban Infrastructure,1,15,0.0
2003 to 2004,Beach and Dune,Forest Plantation,2,3,0.0
2003 to 2004,Beach and Dune,Grassland,2,4,0.0
2003 to 2004,Beach and Dune,Mining,2,5,0.0
2003 to 2004,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2003 to 2004,Beach and Dune,Natural Forest,2,7,14.0
2003 to 2004,Beach and Dune,Non Observed,2,8,14.0
2003 to 2004,Beach and Dune,Other Non Forest Natural Formation,2,9,0.0
2003 to 2004,Beach and Dune,Other Non Vegetated Area,2,10,0.0
2003 to 2004,Beach and Dune,Pasture,2,11,15.0
2003 to 2004,Beach and Dune,"River, Lake and Ocean",2,12,8.0
2003 to 2004,Beach and Dune,Rocky outcrop,2,13,8.0
2003 to 2004,Beach and Dune,Salt flat,2,14,1.0
2003 to 2004,Beach and Dune,Urban Infrastructure,2,15,1.0
2003 to 2004,Forest Plantation,Grassland,3,4,0.0
2003 to 2004,Forest Plantation,Mining,3,5,0.0
2003 to 2004,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2003 to 2004,Forest Plantation,Natural Forest,3,7,0.0
2003 to 2004,Forest Plantation,Non Observed,3,8,0.0
2003 to 2004,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
2003 to 2004,Forest Plantation,Other Non Vegetated Area,3,10,0.0
2003 to 2004,Forest Plantation,Pasture,3,11,0.0
2003 to 2004,Forest Plantation,"River, Lake and Ocean",3,12,0.0
2003 to 2004,Forest Plantation,Rocky outcrop,3,13,0.0
2003 to 2004,Forest Plantation,Salt flat,3,14,0.0
2003 to 2004,Forest Plantation,Urban Infrastructure,3,15,0.0
2003 to 2004,Grassland,Mining,4,5,0.0
2003 to 2004,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2003 to 2004,Grassland,Natural Forest,4,7,20815.0
2003 to 2004,Grassland,Non Observed,4,8,7.0
2003 to 2004,Grassland,Other Non Forest Natural Formation,4,9,0.0
2003 to 2004,Grassland,Other Non Vegetated Area,4,10,0.0
2003 to 2004,Grassland,Pasture,4,11,596.0
2003 to 2004,Grassland,"River, Lake and Ocean",4,12,382.0
2003 to 2004,Grassland,Rocky outcrop,4,13,382.0
2003 to 2004,Grassland,Salt flat,4,14,34.0
2003 to 2004,Grassland,Urban Infrastructure,4,15,0.0
2003 to 2004,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2003 to 2004,Mining,Natural Forest,5,7,0.0
2003 to 2004,Mining,Non Observed,5,8,0.0
2003 to 2004,Mining,Other Non Forest Natural Formation,5,9,0.0
2003 to 2004,Mining,Other Non Vegetated Area,5,10,0.0
2003 to 2004,Mining,Pasture,5,11,0.0
2003 to 2004,Mining,"River, Lake and Ocean",5,12,0.0
2003 to 2004,Mining,Rocky outcrop,5,13,0.0
2003 to 2004,Mining,Salt flat,5,14,0.0
2003 to 2004,Mining,Urban Infrastructure,5,15,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Natural Forest,6,7,182913.0
2003 to 2004,Mosaic of Agriculture and Pasture,Non Observed,6,8,1.0
2003 to 2004,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Pasture,6,11,1858.0
2003 to 2004,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,940.0
2003 to 2004,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,940.0
2003 to 2004,Mosaic of Agriculture and Pasture,Salt flat,6,14,2.0
2003 to 2004,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,2.0
2003 to 2004,Natural Forest,Non Observed,7,8,3.0
2003 to 2004,Natural Forest,Other Non Forest Natural Formation,7,9,0.0
2003 to 2004,Natural Forest,Other Non Vegetated Area,7,10,0.0
2003 to 2004,Natural Forest,Pasture,7,11,361.0
2003 to 2004,Natural Forest,"River, Lake and Ocean",7,12,1681.0
2003 to 2004,Natural Forest,Rocky outcrop,7,13,1681.0
2003 to 2004,Natural Forest,Salt flat,7,14,8.0
2003 to 2004,Natural Forest,Urban Infrastructure,7,15,1.0
2003 to 2004,Non Observed,Other Non Forest Natural Formation,8,9,0.0
2003 to 2004,Non Observed,Other Non Vegetated Area,8,10,0.0
2003 to 2004,Non Observed,Pasture,8,11,0.0
2003 to 2004,Non Observed,"River, Lake and Ocean",8,12,1.0
2003 to 2004,Non Observed,Rocky outcrop,8,13,0.0
2003 to 2004,Non Observed,Salt flat,8,14,0.0
2003 to 2004,Non Observed,Urban Infrastructure,8,15,0.0
2003 to 2004,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,0.0
2003 to 2004,Other Non Forest Natural Formation,Pasture,9,11,0.0
2003 to 2004,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,0.0
2003 to 2004,Other Non Forest Natural Formation,Rocky outcrop,9,13,0.0
2003 to 2004,Other Non Forest Natural Formation,Salt flat,9,14,0.0
2003 to 2004,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
2003 to 2004,Other Non Vegetated Area,Pasture,10,11,2961.0
2003 to 2004,Other Non Vegetated Area,"River, Lake and Ocean",10,12,58.0
2003 to 2004,Other Non Vegetated Area,Rocky outcrop,10,13,58.0
2003 to 2004,Other Non Vegetated Area,Salt flat,10,14,2.0
2003 to 2004,Other Non Vegetated Area,Urban Infrastructure,10,15,0.0
2003 to 2004,Pasture,"River, Lake and Ocean",11,12,137.0
2003 to 2004,Pasture,Rocky outcrop,11,13,137.0
2003 to 2004,Pasture,Salt flat,11,14,0.0
2003 to 2004,Pasture,Urban Infrastructure,11,15,0.0
2003 to 2004,"River, Lake and Ocean",Rocky outcrop,12,13,173.0
2003 to 2004,"River, Lake and Ocean",Salt flat,12,14,2.0
2003 to 2004,"River, Lake and Ocean",Urban Infrastructure,12,15,0.0
2003 to 2004,Rocky outcrop,Salt flat,13,14,0.0
2003 to 2004,Rocky outcrop,Urban Infrastructure,13,15,0.0
2003 to 2004,Salt flat,Urban Infrastructure,14,15,0.0
2004 to 2005,Agriculture,Aquaculture,0,1,0.0
2004 to 2005,Agriculture,Beach and Dune,0,2,11.0
2004 to 2005,Agriculture,Forest Plantation,0,3,0.0
2004 to 2005,Agriculture,Grassland,0,4,343.0
2004 to 2005,Agriculture,Mining,0,5,0.0
2004 to 2005,Agriculture,Mosaic of Agriculture and Pasture,0,6,1669.0
2004 to 2005,Agriculture,Natural Forest,0,7,2518.0
2004 to 2005,Agriculture,Non Observed,0,8,0.0
2004 to 2005,Agriculture,Other Non Forest Natural Formation,0,9,0.0
2004 to 2005,Agriculture,Other Non Vegetated Area,0,10,29.0
2004 to 2005,Agriculture,Pasture,0,11,8810.0
2004 to 2005,Agriculture,"River, Lake and Ocean",0,12,0.0
2004 to 2005,Agriculture,Rocky outcrop,0,13,2.0
2004 to 2005,Agriculture,Salt flat,0,14,0.0
2004 to 2005,Agriculture,Urban Infrastructure,0,15,0.0
2004 to 2005,Aquaculture,Beach and Dune,1,2,1.0
2004 to 2005,Aquaculture,Forest Plantation,1,3,0.0
2004 to 2005,Aquaculture,Grassland,1,4,0.0
2004 to 2005,Aquaculture,Mining,1,5,0.0
2004 to 2005,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2004 to 2005,Aquaculture,Natural Forest,1,7,5.0
2004 to 2005,Aquaculture,Non Observed,1,8,3.0
2004 to 2005,Aquaculture,Other Non Forest Natural Formation,1,9,0.0
2004 to 2005,Aquaculture,Other Non Vegetated Area,1,10,0.0
2004 to 2005,Aquaculture,Pasture,1,11,0.0
2004 to 2005,Aquaculture,"River, Lake and Ocean",1,12,0.0
2004 to 2005,Aquaculture,Rocky outcrop,1,13,7.0
2004 to 2005,Aquaculture,Salt flat,1,14,7.0
2004 to 2005,Aquaculture,Urban Infrastructure,1,15,0.0
2004 to 2005,Beach and Dune,Forest Plantation,2,3,0.0
2004 to 2005,Beach and Dune,Grassland,2,4,0.0
2004 to 2005,Beach and Dune,Mining,2,5,0.0
2004 to 2005,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2004 to 2005,Beach and Dune,Natural Forest,2,7,3.0
2004 to 2005,Beach and Dune,Non Observed,2,8,3.0
2004 to 2005,Beach and Dune,Other Non Forest Natural Formation,2,9,0.0
2004 to 2005,Beach and Dune,Other Non Vegetated Area,2,10,0.0
2004 to 2005,Beach and Dune,Pasture,2,11,27.0
2004 to 2005,Beach and Dune,"River, Lake and Ocean",2,12,52.0
2004 to 2005,Beach and Dune,Rocky outcrop,2,13,5.0
2004 to 2005,Beach and Dune,Salt flat,2,14,1.0
2004 to 2005,Beach and Dune,Urban Infrastructure,2,15,1.0
2004 to 2005,Forest Plantation,Grassland,3,4,0.0
2004 to 2005,Forest Plantation,Mining,3,5,0.0
2004 to 2005,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2004 to 2005,Forest Plantation,Natural Forest,3,7,0.0
2004 to 2005,Forest Plantation,Non Observed,3,8,0.0
2004 to 2005,Forest Plantation,Other Non Forest Natural Formation,3,9,0.0
2004 to 2005,Forest Plantation,Other Non Vegetated Area,3,10,0.0
2004 to 2005,Forest Plantation,Pasture,3,11,0.0
2004 to 2005,Forest Plantation,"River, Lake and Ocean",3,12,0.0
2004 to 2005,Forest Plantation,Rocky outcrop,3,13,0.0
2004 to 2005,Forest Plantation,Salt flat,3,14,0.0
2004 to 2005,Forest Plantation,Urban Infrastructure,3,15,0.0
2004 to 2005,Grassland,Mining,4,5,0.0
2004 to 2005,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2004 to 2005,Grassland,Natural Forest,4,7,12587.0
2004 to 2005,Grassland,Non Observed,4,8,5.0
2004 to 2005,Grassland,Other Non Forest Natural Formation,4,9,0.0
2004 to 2005,Grassland,Other Non Vegetated Area,4,10,0.0
2004 to 2005,Grassland,Pasture,4,11,1122.0
2004 to 2005,Grassland,"River, Lake and Ocean",4,12,503.0
2004 to 2005,Grassland,Rocky outcrop,4,13,503.0
2004 to 2005,Grassland,Salt flat,4,14,38.0
2004 to 2005,Grassland,Urban Infrastructure,4,15,0.0
2004 to 2005,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2004 to 2005,Mining,Natural Forest,5,7,0.0
2004 to 2005,Mining,Non Observed,5,8,0.0
2004 to 2005,Mining,Other Non Forest Natural Formation,5,9,0.0
2004 to 2005,Mining,Other Non Vegetated Area,5,10,0.0
2004 to 2005,Mining,Pasture,5,11,0.0
2004 to 2005,Mining,"River, Lake and Ocean",5,12,0.0
2004 to 2005,Mining,Rocky outcrop,5,13,0.0
2004 to 2005,Mining,Salt flat,5,14,0.0
2004 to 2005,Mining,Urban Infrastructure,5,15,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Natural Forest,6,7,147201.0
2004 to 2005,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Other Non Forest Natural Formation,6,9,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,10,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Pasture,6,11,1211.0
2004 to 2005,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,12,3134.0
2004 to 2005,Mosaic of Agriculture and Pasture,Rocky outcrop,6,13,1792.0
2004 to 2005,Mosaic of Agriculture and Pasture,Salt flat,6,14,3.0
2004 to 2005,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,15,3.0
2004 to 2005,Natural Forest,Non Observed,7,8,4.0
2004 to 2005,Natural Forest,Other Non Forest Natural Formation,7,9,0.0
2004 to 2005,Natural Forest,Other Non Vegetated Area,7,10,0.0
2004 to 2005,Natural Forest,Pasture,7,11,840.0
2004 to 2005,Natural Forest,"River, Lake and Ocean",7,12,7155.0
2004 to 2005,Natural Forest,Rocky outcrop,7,13,2676.0
2004 to 2005,Natural Forest,Salt flat,7,14,5.0
2004 to 2005,Natural Forest,Urban Infrastructure,7,15,1.0
2004 to 2005,Non Observed,Other Non Forest Natural Formation,8,9,0.0
2004 to 2005,Non Observed,Other Non Vegetated Area,8,10,0.0
2004 to 2005,Non Observed,Pasture,8,11,0.0
2004 to 2005,Non Observed,"River, Lake and Ocean",8,12,1.0
2004 to 2005,Non Observed,Rocky outcrop,8,13,0.0
2004 to 2005,Non Observed,Salt flat,8,14,0.0
2004 to 2005,Non Observed,Urban Infrastructure,8,15,0.0
2004 to 2005,Other Non Forest Natural Formation,Other Non Vegetated Area,9,10,0.0
2004 to 2005,Other Non Forest Natural Formation,Pasture,9,11,0.0
2004 to 2005,Other Non Forest Natural Formation,"River, Lake and Ocean",9,12,0.0
2004 to 2005,Other Non Forest Natural Formation,Rocky outcrop,9,13,0.0
2004 to 2005,Other Non Forest Natural Formation,Salt flat,9,14,0.0
2004 to 2005,Other Non Forest Natural Formation,Urban Infrastructure,9,15,0.0
2004 to 2005,Other Non Vegetated Area,Pasture,10,11,3507.0
2004 to 2005,Other Non Vegetated Area,"River, Lake and Ocean",10,12,120.0
2004 to 2005,Other Non Vegetated Area,Rocky outcrop,10,13,120.0
2004 to 2005,Other Non Vegetated Area,Salt flat,10,14,2.0
