year,category1,category2,category1_index,category2_index,exchange
2002 to 2003,Agriculture,Grassland,0,4,125972.0
2002 to 2003,Agriculture,Mining,0,5,0.0
2002 to 2003,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
2002 to 2003,Agriculture,Natural Forest,0,7,11866.0
2002 to 2003,Agriculture,Non Observed,0,8,0.0
2002 to 2003,Agriculture,Other Non Vegetated Area,0,9,1235.0
2002 to 2003,Agriculture,Pasture,0,10,0.0
2002 to 2003,Agriculture,"River, Lake and Ocean",0,11,2374.0
2002 to 2003,Agriculture,Rocky outcrop,0,12,6.0
2002 to 2003,Agriculture,Urban Infrastructure,0,13,0.0
2002 to 2003,Agriculture,Wetland,0,14,272.0
2002 to 2003,Aquaculture,Beach and Dune,1,2,0.0
2002 to 2003,Aquaculture,Forest Plantation,1,3,0.0
2002 to 2003,Aquaculture,Grassland,1,4,0.0
2002 to 2003,Aquaculture,Mining,1,5,0.0
2002 to 2003,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2002 to 2003,Aquaculture,Natural Forest,1,7,0.0
2002 to 2003,Aquaculture,Non Observed,1,8,0.0
2002 to 2003,Aquaculture,Other Non Vegetated Area,1,9,0.0
2002 to 2003,Aquaculture,Pasture,1,10,0.0
2002 to 2003,Aquaculture,"River, Lake and Ocean",1,11,0.0
2002 to 2003,Aquaculture,Rocky outcrop,1,12,0.0
2002 to 2003,Aquaculture,Urban Infrastructure,1,13,0.0
2002 to 2003,Aquaculture,Wetland,1,14,0.0
2002 to 2003,Beach and Dune,Forest Plantation,2,3,0.0
2002 to 2003,Beach and Dune,Grassland,2,4,0.0
2002 to 2003,Beach and Dune,Mining,2,5,0.0
2002 to 2003,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2002 to 2003,Beach and Dune,Natural Forest,2,7,0.0
2002 to 2003,Beach and Dune,Non Observed,2,8,0.0
2002 to 2003,Beach and Dune,Other Non Vegetated Area,2,9,4.0
2002 to 2003,Beach and Dune,Pasture,2,10,0.0
2002 to 2003,Beach and Dune,"River, Lake and Ocean",2,11,0.0
2002 to 2003,Beach and Dune,Rocky outcrop,2,12,0.0
2002 to 2003,Beach and Dune,Urban Infrastructure,2,13,0.0
2002 to 2003,Beach and Dune,Wetland,2,14,0.0
2002 to 2003,Forest Plantation,Grassland,3,4,25.0
2002 to 2003,Forest Plantation,Mining,3,5,0.0
2002 to 2003,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2002 to 2003,Forest Plantation,Natural Forest,3,7,0.0
2002 to 2003,Forest Plantation,Non Observed,3,8,0.0
2002 to 2003,Forest Plantation,Other Non Vegetated Area,3,9,0.0
2002 to 2003,Forest Plantation,Pasture,3,10,0.0
2002 to 2003,Forest Plantation,"River, Lake and Ocean",3,11,0.0
2002 to 2003,Forest Plantation,Rocky outcrop,3,12,0.0
2002 to 2003,Forest Plantation,Urban Infrastructure,3,13,0.0
2002 to 2003,Forest Plantation,Wetland,3,14,0.0
2002 to 2003,Grassland,Mining,4,5,0.0
2002 to 2003,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2002 to 2003,Grassland,Natural Forest,4,7,0.0
2002 to 2003,Grassland,Non Observed,4,8,0.0
2002 to 2003,Grassland,Other Non Vegetated Area,4,9,0.0
2002 to 2003,Grassland,Pasture,4,10,0.0
2002 to 2003,Grassland,"River, Lake and Ocean",4,11,0.0
2002 to 2003,Grassland,Rocky outcrop,4,12,9.0
2002 to 2003,Grassland,Urban Infrastructure,4,13,0.0
2002 to 2003,Grassland,Wetland,4,14,0.0
2002 to 2003,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2002 to 2003,Mining,Natural Forest,5,7,0.0
2002 to 2003,Mining,Non Observed,5,8,0.0
2002 to 2003,Mining,Other Non Vegetated Area,5,9,0.0
2002 to 2003,Mining,Pasture,5,10,0.0
2002 to 2003,Mining,"River, Lake and Ocean",5,11,0.0
2002 to 2003,Mining,Rocky outcrop,5,12,0.0
2002 to 2003,Mining,Urban Infrastructure,5,13,0.0
2002 to 2003,Mining,Wetland,5,14,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
2002 to 2003,Natural Forest,Non Observed,7,8,0.0
2002 to 2003,Natural Forest,Other Non Vegetated Area,7,9,0.0
2002 to 2003,Natural Forest,Pasture,7,10,0.0
2002 to 2003,Natural Forest,"River, Lake and Ocean",7,11,0.0
2002 to 2003,Natural Forest,Rocky outcrop,7,12,0.0
2002 to 2003,Natural Forest,Urban Infrastructure,7,13,0.0
2002 to 2003,Natural Forest,Wetland,7,14,0.0
2002 to 2003,Non Observed,Other Non Vegetated Area,8,9,4.0
2002 to 2003,Non Observed,Pasture,8,10,0.0
2002 to 2003,Non Observed,"River, Lake and Ocean",8,11,0.0
2002 to 2003,Non Observed,Rocky outcrop,8,12,0.0
2002 to 2003,Non Observed,Urban Infrastructure,8,13,0.0
2002 to 2003,Non Observed,Wetland,8,14,0.0
2002 to 2003,Other Non Vegetated Area,Pasture,9,10,0.0
2002 to 2003,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
2002 to 2003,Other Non Vegetated Area,Rocky outcrop,9,12,13.0
2002 to 2003,Other Non Vegetated Area,Urban Infrastructure,9,13,0.0
2002 to 2003,Other Non Vegetated Area,Wetland,9,14,0.0
2002 to 2003,Pasture,"River, Lake and Ocean",10,11,0.0
2002 to 2003,Pasture,Rocky outcrop,10,12,0.0
2002 to 2003,Pasture,Urban Infrastructure,10,13,0.0
2002 to 2003,Pasture,Wetland,10,14,0.0
2002 to 2003,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
2002 to 2003,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
2002 to 2003,"River, Lake and Ocean",Wetland,11,14,0.0
2002 to 2003,Rocky outcrop,Urban Infrastructure,12,13,0.0
2002 to 2003,Rocky outcrop,Wetland,12,14,0.0
2002 to 2003,Urban Infrastructure,Wetland,13,14,0.0
2003 to 2004,Agriculture,Aquaculture,0,1,0.0
2003 to 2004,Agriculture,Beach and Dune,0,2,0.0
2003 to 2004,Agriculture,Forest Plantation,0,3,274.0
2003 to 2004,Agriculture,Grassland,0,4,112305.0
2003 to 2004,Agriculture,Mining,0,5,0.0
2003 to 2004,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
2003 to 2004,Agriculture,Natural Forest,0,7,7997.0
2003 to 2004,Agriculture,Non Observed,0,8,0.0
2003 to 2004,Agriculture,Other Non Vegetated Area,0,9,2216.0
2003 to 2004,Agriculture,Pasture,0,10,0.0
2003 to 2004,Agriculture,"River, Lake and Ocean",0,11,1472.0
2003 to 2004,Agriculture,Rocky outcrop,0,12,0.0
2003 to 2004,Agriculture,Urban Infrastructure,0,13,0.0
2003 to 2004,Agriculture,Wetland,0,14,291.0
2003 to 2004,Aquaculture,Beach and Dune,1,2,0.0
2003 to 2004,Aquaculture,Forest Plantation,1,3,0.0
2003 to 2004,Aquaculture,Grassland,1,4,0.0
2003 to 2004,Aquaculture,Mining,1,5,0.0
2003 to 2004,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2003 to 2004,Aquaculture,Natural Forest,1,7,0.0
2003 to 2004,Aquaculture,Non Observed,1,8,0.0
2003 to 2004,Aquaculture,Other Non Vegetated Area,1,9,0.0
2003 to 2004,Aquaculture,Pasture,1,10,0.0
2003 to 2004,Aquaculture,"River, Lake and Ocean",1,11,0.0
2003 to 2004,Aquaculture,Rocky outcrop,1,12,0.0
2003 to 2004,Aquaculture,Urban Infrastructure,1,13,0.0
2003 to 2004,Aquaculture,Wetland,1,14,0.0
2003 to 2004,Beach and Dune,Forest Plantation,2,3,0.0
2003 to 2004,Beach and Dune,Grassland,2,4,0.0
2003 to 2004,Beach and Dune,Mining,2,5,0.0
2003 to 2004,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2003 to 2004,Beach and Dune,Natural Forest,2,7,0.0
2003 to 2004,Beach and Dune,Non Observed,2,8,0.0
2003 to 2004,Beach and Dune,Other Non Vegetated Area,2,9,4.0
2003 to 2004,Beach and Dune,Pasture,2,10,0.0
2003 to 2004,Beach and Dune,"River, Lake and Ocean",2,11,0.0
2003 to 2004,Beach and Dune,Rocky outcrop,2,12,0.0
2003 to 2004,Beach and Dune,Urban Infrastructure,2,13,0.0
2003 to 2004,Beach and Dune,Wetland,2,14,0.0
2003 to 2004,Forest Plantation,Grassland,3,4,46.0
2003 to 2004,Forest Plantation,Mining,3,5,0.0
2003 to 2004,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2003 to 2004,Forest Plantation,Natural Forest,3,7,0.0
2003 to 2004,Forest Plantation,Non Observed,3,8,0.0
2003 to 2004,Forest Plantation,Other Non Vegetated Area,3,9,0.0
2003 to 2004,Forest Plantation,Pasture,3,10,0.0
2003 to 2004,Forest Plantation,"River, Lake and Ocean",3,11,0.0
2003 to 2004,Forest Plantation,Rocky outcrop,3,12,0.0
2003 to 2004,Forest Plantation,Urban Infrastructure,3,13,0.0
2003 to 2004,Forest Plantation,Wetland,3,14,0.0
2003 to 2004,Grassland,Mining,4,5,0.0
2003 to 2004,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2003 to 2004,Grassland,Natural Forest,4,7,0.0
2003 to 2004,Grassland,Non Observed,4,8,0.0
2003 to 2004,Grassland,Other Non Vegetated Area,4,9,0.0
2003 to 2004,Grassland,Pasture,4,10,0.0
2003 to 2004,Grassland,"River, Lake and Ocean",4,11,0.0
2003 to 2004,Grassland,Rocky outcrop,4,12,1.0
2003 to 2004,Grassland,Urban Infrastructure,4,13,1.0
2003 to 2004,Grassland,Wetland,4,14,1.0
2003 to 2004,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2003 to 2004,Mining,Natural Forest,5,7,0.0
2003 to 2004,Mining,Non Observed,5,8,0.0
2003 to 2004,Mining,Other Non Vegetated Area,5,9,0.0
2003 to 2004,Mining,Pasture,5,10,0.0
2003 to 2004,Mining,"River, Lake and Ocean",5,11,0.0
2003 to 2004,Mining,Rocky outcrop,5,12,0.0
2003 to 2004,Mining,Urban Infrastructure,5,13,0.0
2003 to 2004,Mining,Wetland,5,14,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
2003 to 2004,Natural Forest,Non Observed,7,8,0.0
2003 to 2004,Natural Forest,Other Non Vegetated Area,7,9,0.0
2003 to 2004,Natural Forest,Pasture,7,10,0.0
2003 to 2004,Natural Forest,"River, Lake and Ocean",7,11,0.0
2003 to 2004,Natural Forest,Rocky outcrop,7,12,0.0
2003 to 2004,Natural Forest,Urban Infrastructure,7,13,0.0
2003 to 2004,Natural Forest,Wetland,7,14,0.0
2003 to 2004,Non Observed,Other Non Vegetated Area,8,9,6.0
2003 to 2004,Non Observed,Pasture,8,10,0.0
2003 to 2004,Non Observed,"River, Lake and Ocean",8,11,0.0
2003 to 2004,Non Observed,Rocky outcrop,8,12,0.0
2003 to 2004,Non Observed,Urban Infrastructure,8,13,0.0
2003 to 2004,Non Observed,Wetland,8,14,0.0
2003 to 2004,Other Non Vegetated Area,Pasture,9,10,0.0
2003 to 2004,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
2003 to 2004,Other Non Vegetated Area,Rocky outcrop,9,12,33.0
2003 to 2004,Other Non Vegetated Area,Urban Infrastructure,9,13,1.0
2003 to 2004,Other Non Vegetated Area,Wetland,9,14,1.0
2003 to 2004,Pasture,"River, Lake and Ocean",10,11,0.0
2003 to 2004,Pasture,Rocky outcrop,10,12,0.0
2003 to 2004,Pasture,Urban Infrastructure,10,13,0.0
2003 to 2004,Pasture,Wetland,10,14,0.0
2003 to 2004,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
2003 to 2004,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
2003 to 2004,"River, Lake and Ocean",Wetland,11,14,0.0
2003 to 2004,Rocky outcrop,Urban Infrastructure,12,13,0.0
2003 to 2004,Rocky outcrop,Wetland,12,14,0.0
2003 to 2004,Urban Infrastructure,Wetland,13,14,0.0
2004 to 2005,Agriculture,Aquaculture,0,1,0.0
2004 to 2005,Agriculture,Beach and Dune,0,2,0.0
2004 to 2005,Agriculture,Forest Plantation,0,3,334.0
2004 to 2005,Agriculture,Grassland,0,4,106017.0
2004 to 2005,Agriculture,Mining,0,5,0.0
2004 to 2005,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
2004 to 2005,Agriculture,Natural Forest,0,7,8554.0
2004 to 2005,Agriculture,Non Observed,0,8,0.0
2004 to 2005,Agriculture,Other Non Vegetated Area,0,9,1070.0
2004 to 2005,Agriculture,Pasture,0,10,0.0
2004 to 2005,Agriculture,"River, Lake and Ocean",0,11,1121.0
2004 to 2005,Agriculture,Rocky outcrop,0,12,3.0
2004 to 2005,Agriculture,Urban Infrastructure,0,13,0.0
2004 to 2005,Agriculture,Wetland,0,14,251.0
2004 to 2005,Aquaculture,Beach and Dune,1,2,0.0
2004 to 2005,Aquaculture,Forest Plantation,1,3,0.0
2004 to 2005,Aquaculture,Grassland,1,4,0.0
2004 to 2005,Aquaculture,Mining,1,5,0.0
2004 to 2005,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2004 to 2005,Aquaculture,Natural Forest,1,7,0.0
2004 to 2005,Aquaculture,Non Observed,1,8,0.0
2004 to 2005,Aquaculture,Other Non Vegetated Area,1,9,0.0
2004 to 2005,Aquaculture,Pasture,1,10,0.0
2004 to 2005,Aquaculture,"River, Lake and Ocean",1,11,0.0
2004 to 2005,Aquaculture,Rocky outcrop,1,12,0.0
2004 to 2005,Aquaculture,Urban Infrastructure,1,13,0.0
2004 to 2005,Aquaculture,Wetland,1,14,0.0
2004 to 2005,Beach and Dune,Forest Plantation,2,3,0.0
2004 to 2005,Beach and Dune,Grassland,2,4,0.0
2004 to 2005,Beach and Dune,Mining,2,5,0.0
2004 to 2005,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2004 to 2005,Beach and Dune,Natural Forest,2,7,0.0
2004 to 2005,Beach and Dune,Non Observed,2,8,0.0
2004 to 2005,Beach and Dune,Other Non Vegetated Area,2,9,4.0
2004 to 2005,Beach and Dune,Pasture,2,10,0.0
2004 to 2005,Beach and Dune,"River, Lake and Ocean",2,11,0.0
2004 to 2005,Beach and Dune,Rocky outcrop,2,12,0.0
2004 to 2005,Beach and Dune,Urban Infrastructure,2,13,0.0
2004 to 2005,Beach and Dune,Wetland,2,14,0.0
2004 to 2005,Forest Plantation,Grassland,3,4,23.0
2004 to 2005,Forest Plantation,Mining,3,5,0.0
2004 to 2005,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2004 to 2005,Forest Plantation,Natural Forest,3,7,0.0
2004 to 2005,Forest Plantation,Non Observed,3,8,0.0
2004 to 2005,Forest Plantation,Other Non Vegetated Area,3,9,0.0
2004 to 2005,Forest Plantation,Pasture,3,10,0.0
2004 to 2005,Forest Plantation,"River, Lake and Ocean",3,11,0.0
2004 to 2005,Forest Plantation,Rocky outcrop,3,12,0.0
2004 to 2005,Forest Plantation,Urban Infrastructure,3,13,0.0
2004 to 2005,Forest Plantation,Wetland,3,14,0.0
2004 to 2005,Grassland,Mining,4,5,0.0
2004 to 2005,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2004 to 2005,Grassland,Natural Forest,4,7,0.0
2004 to 2005,Grassland,Non Observed,4,8,0.0
2004 to 2005,Grassland,Other Non Vegetated Area,4,9,0.0
2004 to 2005,Grassland,Pasture,4,10,0.0
2004 to 2005,Grassland,"River, Lake and Ocean",4,11,0.0
2004 to 2005,Grassland,Rocky outcrop,4,12,12.0
2004 to 2005,Grassland,Urban Infrastructure,4,13,0.0
2004 to 2005,Grassland,Wetland,4,14,0.0
2004 to 2005,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2004 to 2005,Mining,Natural Forest,5,7,0.0
2004 to 2005,Mining,Non Observed,5,8,0.0
2004 to 2005,Mining,Other Non Vegetated Area,5,9,0.0
2004 to 2005,Mining,Pasture,5,10,0.0
2004 to 2005,Mining,"River, Lake and Ocean",5,11,0.0
2004 to 2005,Mining,Rocky outcrop,5,12,0.0
2004 to 2005,Mining,Urban Infrastructure,5,13,0.0
2004 to 2005,Mining,Wetland,5,14,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
2004 to 2005,Natural Forest,Non Observed,7,8,0.0
2004 to 2005,Natural Forest,Other Non Vegetated Area,7,9,0.0
2004 to 2005,Natural Forest,Pasture,7,10,0.0
2004 to 2005,Natural Forest,"River, Lake and Ocean",7,11,0.0
2004 to 2005,Natural Forest,Rocky outcrop,7,12,0.0
2004 to 2005,Natural Forest,Urban Infrastructure,7,13,0.0
2004 to 2005,Natural Forest,Wetland,7,14,0.0
2004 to 2005,Non Observed,Other Non Vegetated Area,8,9,8.0
2004 to 2005,Non Observed,Pasture,8,10,0.0
2004 to 2005,Non Observed,"River, Lake and Ocean",8,11,0.0
2004 to 2005,Non Observed,Rocky outcrop,8,12,0.0
2004 to 2005,Non Observed,Urban Infrastructure,8,13,0.0
2004 to 2005,Non Observed,Wetland,8,14,0.0
2004 to 2005,Other Non Vegetated Area,Pasture,9,10,0.0
2004 to 2005,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
2004 to 2005,Other Non Vegetated Area,Rocky outcrop,9,12,42.0
2004 to 2005,Other Non Vegetated Area,Urban Infrastructure,9,13,0.0
2004 to 2005,Other Non Vegetated Area,Wetland,9,14,0.0
2004 to 2005,Pasture,"River, Lake and Ocean",10,11,0.0
2004 to 2005,Pasture,Rocky outcrop,10,12,0.0
2004 to 2005,Pasture,Urban Infrastructure,10,13,0.0
2004 to 2005,Pasture,Wetland,10,14,0.0
2004 to 2005,"River, Lake and Ocean",Rocky outcrop,11,12,0.0
2004 to 2005,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
2004 to 2005,"River, Lake and Ocean",Wetland,11,14,0.0
2004 to 2005,Rocky outcrop,Urban Infrastructure,12,13,0.0
2004 to 2005,Rocky outcrop,Wetland,12,14,0.0
2004 to 2005,Urban Infrastructure,Wetland,13,14,0.0
2005 to 2006,Agriculture,Aquaculture,0,1,0.0
2005 to 2006,Agriculture,Beach and Dune,0,2,0.0
2005 to 2006,Agriculture,Forest Plantation,0,3,1556.0
2005 to 2006,Agriculture,Grassland,0,4,146059.0
2005 to 2006,Agriculture,Mining,0,5,0.0
2005 to 2006,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
2005 to 2006,Agriculture,Natural Forest,0,7,14805.0
2005 to 2006,Agriculture,Non Observed,0,8,0.0
2005 to 2006,Agriculture,Other Non Vegetated Area,0,9,1570.0
2005 to 2006,Agriculture,Pasture,0,10,0.0
2005 to 2006,Agriculture,"River, Lake and Ocean",0,11,2140.0
2005 to 2006,Agriculture,Rocky outcrop,0,12,1.0
2005 to 2006,Agriculture,Urban Infrastructure,0,13,0.0
2005 to 2006,Agriculture,Wetland,0,14,180.0
2005 to 2006,Aquaculture,Beach and Dune,1,2,0.0
2005 to 2006,Aquaculture,Forest Plantation,1,3,0.0
2005 to 2006,Aquaculture,Grassland,1,4,0.0
2005 to 2006,Aquaculture,Mining,1,5,0.0
2005 to 2006,Aquaculture,Mosaic of Agriculture and Pasture,1,6,0.0
2005 to 2006,Aquaculture,Natural Forest,1,7,0.0
2005 to 2006,Aquaculture,Non Observed,1,8,0.0
2005 to 2006,Aquaculture,Other Non Vegetated Area,1,9,0.0
2005 to 2006,Aquaculture,Pasture,1,10,0.0
2005 to 2006,Aquaculture,"River, Lake and Ocean",1,11,0.0
2005 to 2006,Aquaculture,Rocky outcrop,1,12,0.0
2005 to 2006,Aquaculture,Urban Infrastructure,1,13,0.0
2005 to 2006,Aquaculture,Wetland,1,14,0.0
2005 to 2006,Beach and Dune,Forest Plantation,2,3,0.0
2005 to 2006,Beach and Dune,Grassland,2,4,0.0
2005 to 2006,Beach and Dune,Mining,2,5,0.0
2005 to 2006,Beach and Dune,Mosaic of Agriculture and Pasture,2,6,0.0
2005 to 2006,Beach and Dune,Natural Forest,2,7,0.0
2005 to 2006,Beach and Dune,Non Observed,2,8,0.0
2005 to 2006,Beach and Dune,Other Non Vegetated Area,2,9,2.0
2005 to 2006,Beach and Dune,Pasture,2,10,0.0
2005 to 2006,Beach and Dune,"River, Lake and Ocean",2,11,0.0
2005 to 2006,Beach and Dune,Rocky outcrop,2,12,0.0
2005 to 2006,Beach and Dune,Urban Infrastructure,2,13,0.0
2005 to 2006,Beach and Dune,Wetland,2,14,0.0
2005 to 2006,Forest Plantation,Grassland,3,4,15.0
2005 to 2006,Forest Plantation,Mining,3,5,0.0
2005 to 2006,Forest Plantation,Mosaic of Agriculture and Pasture,3,6,0.0
2005 to 2006,Forest Plantation,Natural Forest,3,7,0.0
2005 to 2006,Forest Plantation,Non Observed,3,8,0.0
2005 to 2006,Forest Plantation,Other Non Vegetated Area,3,9,0.0
2005 to 2006,Forest Plantation,Pasture,3,10,0.0
2005 to 2006,Forest Plantation,"River, Lake and Ocean",3,11,0.0
2005 to 2006,Forest Plantation,Rocky outcrop,3,12,0.0
2005 to 2006,Forest Plantation,Urban Infrastructure,3,13,0.0
2005 to 2006,Forest Plantation,Wetland,3,14,0.0
2005 to 2006,Grassland,Mining,4,5,0.0
2005 to 2006,Grassland,Mosaic of Agriculture and Pasture,4,6,0.0
2005 to 2006,Grassland,Natural Forest,4,7,0.0
2005 to 2006,Grassland,Non Observed,4,8,0.0
2005 to 2006,Grassland,Other Non Vegetated Area,4,9,0.0
2005 to 2006,Grassland,Pasture,4,10,0.0
2005 to 2006,Grassland,"River, Lake and Ocean",4,11,0.0
2005 to 2006,Grassland,Rocky outcrop,4,12,7.0
2005 to 2006,Grassland,Urban Infrastructure,4,13,0.0
2005 to 2006,Grassland,Wetland,4,14,0.0
2005 to 2006,Mining,Mosaic of Agriculture and Pasture,5,6,0.0
2005 to 2006,Mining,Natural Forest,5,7,0.0
2005 to 2006,Mining,Non Observed,5,8,0.0
2005 to 2006,Mining,Other Non Vegetated Area,5,9,0.0
2005 to 2006,Mining,Pasture,5,10,0.0
2005 to 2006,Mining,"River, Lake and Ocean",5,11,0.0
2005 to 2006,Mining,Rocky outcrop,5,12,0.0
2005 to 2006,Mining,Urban Infrastructure,5,13,0.0
2005 to 2006,Mining,Wetland,5,14,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Natural Forest,6,7,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Non Observed,6,8,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,6,9,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Pasture,6,10,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",6,11,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Rocky outcrop,6,12,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Urban Infrastructure,6,13,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Wetland,6,14,0.0
2005 to 2006,Natural Forest,Non Observed,7,8,0.0
2005 to 2006,Natural Forest,Other Non Vegetated Area,7,9,0.0
2005 to 2006,Natural Forest,Pasture,7,10,0.0
2005 to 2006,Natural Forest,"River, Lake and Ocean",7,11,0.0
2005 to 2006,Natural Forest,Rocky outcrop,7,12,0.0
2005 to 2006,Natural Forest,Urban Infrastructure,7,13,0.0
2005 to 2006,Natural Forest,Wetland,7,14,0.0
2005 to 2006,Non Observed,Other Non Vegetated Area,8,9,5.0
2005 to 2006,Non Observed,Pasture,8,10,0.0
2005 to 2006,Non Observed,"River, Lake and Ocean",8,11,0.0
2005 to 2006,Non Observed,Rocky outcrop,8,12,0.0
2005 to 2006,Non Observed,Urban Infrastructure,8,13,0.0
2005 to 2006,Non Observed,Wetland,8,14,0.0
2005 to 2006,Other Non Vegetated Area,Pasture,9,10,0.0
2005 to 2006,Other Non Vegetated Area,"River, Lake and Ocean",9,11,0.0
2005 to 2006,Other Non Vegetated Area,Rocky outcrop,9,12,79.0
2005 to 2006,Other Non Vegetated Area,Urban Infrastructure,9,13,0.0
2005 to 2006,Other Non Vegetated Area,Wetland,9,14,0.0
2005 to 2006,Pasture,"River, Lake and Ocean",10,11,0.0
2005 to 2006,Pasture,Rocky outcrop,10,12,0.0
2005 to 2006,Pasture,Urban Infrastructure,10,13,0.0
2005 to 2006,Pasture,Wetland,10,14,0.0
2005 to 2006,"River, Lake and Ocean",Rocky outcrop,11,12,1.0
2005 to 2006,"River, Lake and Ocean",Urban Infrastructure,11,13,0.0
2005 to 2006,"River, Lake and Ocean",Wetland,11,14,0.0
2005 to 2006,Rocky outcrop,Urban Infrastructure,12,13,0.0
2005 to 2006,Rocky outcrop,Wetland,12,14,0.0
2005 to 2006,Urban Infrastructure,Wetland,13,14,0.0
2006 to 2007,Agriculture,Aquaculture,0,1,0.0
2006 to 2007,Agriculture,Beach and Dune,0,2,0.0
2006 to 2007,Agriculture,Forest Plantation,0,3,278.0
2006 to 2007,Agriculture,Grassland,0,4,83533.0
2006 to 2007,Agriculture,Mining,0,5,0.0
2006 to 2007,Agriculture,Mosaic of Agriculture and Pasture,0,6,0.0
2006 to 2007,Agriculture,Natural Forest,0,7,7541.0
2006 to 2007,Agriculture,Non Observed,0,8,0.0
2006 to 2007,Agriculture,Other Non Vegetated Area,0,9,1565.0
2006 to 2007,Agriculture,Pasture,0,10,0.0
2006 to 2007,Agriculture,"River, Lake and Ocean",0,11,960.0
2006 to 2007,Agriculture,Rocky outcrop,0,12,2.0
2006 to 2007,Agriculture,Urban Infrastructure,0,13,0.0
2006 to 2007,Agriculture,Wetland,0,14,591.0
2006 to 2007,Aquaculture,Beach and Dune,1,2,0.0
2006 to 2007,Aquaculture,Forest Plantation,1,3,0.0
2006 to 2007,Aquaculture,Grassland,1,4,0.0
2006 to 2007,Aquaculture,Mining,1,5,0.0
